flight_id,flight_duration,passenger_count,adult_passengers,child_passengers,business_class_ratio,is_international,total_food_demand
1374,11.03,227,211,16,0.2,0,270
1375,3.3,180,173,7,0.01,0,184
1376,3.35,50,42,8,0.08,1,50
1377,9.15,66,63,3,0.11,0,96
1378,10.1,248,246,2,0.22,0,302
1379,11.65,111,110,1,0.15,0,150
1380,10.79,97,73,24,0.01,0,120
1381,7.61,111,92,19,0.19,0,132
1382,6.83,118,106,12,0.12,0,142
1383,3.25,196,144,52,0.28,1,225
1384,3.71,152,149,3,0.15,0,168
1385,6.06,159,113,46,0.21,0,182
1386,7.91,211,172,39,0.07,0,228
1387,8.02,276,261,15,0.23,1,324
1388,9.17,226,180,46,0.22,0,259
1389,5.52,257,199,58,0.27,1,293
1390,7.21,281,245,36,0.01,0,302
1391,1.97,291,216,75,0.13,0,298
1392,5.55,224,214,10,0.2,0,255
1393,9.25,280,257,23,0.03,0,300
1394,8.63,140,137,3,0.12,0,169
1395,11.9,282,265,17,0.28,0,357
1396,5.5,279,260,19,0.13,1,315
1397,6.48,163,119,44,0.3,0,195
1398,4.62,227,222,5,0.02,0,237
1399,5.85,138,121,17,0.22,0,156
1400,10.71,203,171,32,0.17,1,237
1401,8.53,105,77,28,0.15,0,119
1402,10.71,127,89,38,0.29,0,169
1403,3.24,63,49,14,0.04,0,77
1404,10.86,255,181,74,0.27,1,300
1405,1.66,74,57,17,0.21,0,85
1406,10.77,277,197,80,0.08,0,294
1407,5.96,181,143,38,0.27,1,204
1408,5.83,288,282,6,0.13,1,321
1409,6.63,256,226,30,0.24,0,300
1410,11.47,81,66,15,0.12,1,121
1411,1.53,131,118,13,0.26,0,160
1412,4.87,127,117,10,0.19,0,148
1413,10.42,299,248,51,0.04,0,326
1414,5.36,242,175,67,0.19,0,267
1415,3.19,155,154,1,0.06,0,168
1416,6.82,238,184,54,0.12,1,259
1417,5.24,69,55,14,0.05,0,81
1418,11.07,123,88,35,0.01,0,144
1419,9.38,59,43,16,0.06,0,90
1420,7.55,172,133,39,0.16,1,198
1421,11.87,265,224,41,0.14,0,314
1422,6.12,83,78,5,0.15,0,100
1423,1.64,238,200,38,0.07,0,229
1424,3.89,269,208,61,0.21,0,293
1425,6.92,204,150,54,0.21,1,228
1426,4.41,89,68,21,0.11,1,94
1427,11.42,242,228,14,0.26,0,306
1428,9.9,176,145,31,0.19,1,205
1429,3.95,82,74,8,0.21,0,102
1430,8.32,245,245,0,0.08,1,286
1431,8.94,120,113,7,0.0,0,136
1432,11.35,186,180,6,0.26,0,237
1433,10.7,193,145,48,0.25,0,242
1434,6.67,182,168,14,0.04,0,198
1435,9.52,147,135,12,0.11,0,179
1436,7.18,173,124,49,0.2,0,202
1437,7.08,200,178,22,0.2,0,235
1438,4.03,92,92,0,0.26,1,112
1439,2.39,163,150,13,0.04,0,166
1440,6.82,138,134,4,0.13,0,158
1441,5.42,234,227,7,0.03,1,253
1442,1.23,228,223,5,0.12,0,241
1443,8.95,62,51,11,0.0,0,89
1444,1.36,177,167,10,0.27,0,211
1445,8.36,201,180,21,0.16,1,228
1446,6.93,188,140,48,0.25,0,223
1447,11.66,101,89,12,0.02,0,140
1448,7.36,292,212,80,0.07,1,301
1449,3.57,66,57,9,0.08,1,82
1450,7.07,214,189,25,0.12,0,243
1451,10.25,62,49,13,0.24,0,98
1452,11.97,239,234,5,0.12,0,279
1453,6.87,268,261,7,0.06,1,302
1454,4.52,133,107,26,0.02,0,138
1455,10.97,146,125,21,0.02,0,174
1456,4.72,155,119,36,0.23,1,178
1457,7.77,145,106,39,0.13,0,169
1458,5.46,57,51,6,0.22,0,71
1459,1.45,105,87,18,0.2,0,110
1460,4.82,270,230,40,0.04,0,281
1461,3.92,153,108,45,0.04,0,156
1462,8.55,132,100,32,0.23,0,161
1463,11.44,247,180,67,0.22,0,293
1464,3.95,93,86,7,0.11,0,100
1465,10.3,237,183,54,0.02,1,261
1466,1.61,152,140,12,0.0,0,155
1467,7.84,161,151,10,0.09,1,190
1468,1.78,218,157,61,0.0,0,213
1469,11.41,198,197,1,0.07,1,237
1470,9.9,298,212,86,0.13,1,319
1471,8.24,263,252,11,0.04,0,293
1472,10.42,91,69,22,0.03,1,116
1473,8.83,251,231,20,0.27,1,301
1474,11.66,251,225,26,0.18,0,297
1475,8.85,293,274,19,0.28,0,355
1476,11.17,206,170,36,0.1,0,238
1477,7.65,257,231,26,0.2,1,300
1478,4.05,242,195,47,0.06,1,259
1479,7.75,194,194,0,0.19,1,227
1480,2.4,79,78,1,0.04,0,91
1481,8.33,75,73,2,0.0,1,95
1482,6.31,230,202,28,0.28,0,279
1483,7.85,174,132,42,0.17,0,209
1484,1.11,287,211,76,0.28,0,316
1485,3.14,68,64,4,0.1,0,82
1486,6.4,102,85,17,0.1,0,126
1487,11.46,134,104,30,0.12,0,170
1488,5.22,66,61,5,0.21,0,92
1489,5.67,223,196,27,0.17,0,250
1490,8.86,153,129,24,0.28,0,190
1491,7.64,262,252,10,0.01,0,275
1492,4.29,230,229,1,0.21,0,264
1493,5.52,154,147,7,0.1,0,174
1494,3.39,153,125,28,0.05,0,159
1495,11.63,241,236,5,0.15,0,290
1496,2.44,222,210,12,0.15,0,245
1497,5.09,226,204,22,0.04,0,239
1498,1.28,196,192,4,0.06,0,207
1499,3.44,173,164,9,0.12,0,195
1500,10.02,248,181,67,0.12,1,271
1501,3.21,130,130,0,0.1,0,150
1502,1.88,242,195,47,0.04,0,240
1503,6.22,86,77,9,0.0,0,107
1504,1.11,170,136,34,0.29,0,192
1505,1.93,119,98,21,0.28,0,137
1506,9.88,203,190,13,0.15,0,232
1507,9.49,179,134,45,0.3,0,224
1508,11.07,108,93,15,0.2,0,144
1509,10.4,273,206,67,0.02,0,290
1510,9.15,298,262,36,0.04,1,320
1511,3.47,289,204,85,0.27,1,323
1512,10.05,167,129,38,0.19,1,205
1513,10.61,182,130,52,0.25,1,224
1514,9.79,86,73,13,0.27,0,127
1515,6.59,80,69,11,0.13,0,96
1516,3.56,253,196,57,0.01,0,249
1517,10.3,148,109,39,0.06,0,173
1518,9.54,143,102,41,0.02,1,164
1519,11.79,225,204,21,0.06,0,260
1520,4.4,55,42,13,0.12,1,61
1521,3.48,64,60,4,0.04,0,68
1522,4.91,192,161,31,0.05,1,202
1523,9.72,238,226,12,0.13,0,267
1524,3.06,65,59,6,0.1,0,77
1525,1.73,69,50,19,0.14,0,74
1526,11.98,126,121,5,0.13,0,159
1527,1.27,93,76,17,0.19,0,99
1528,10.19,219,181,38,0.28,0,269
1529,6.29,95,92,3,0.03,1,105
1530,10.26,144,130,14,0.03,0,166
1531,7.1,211,176,35,0.26,0,248
1532,10.92,113,107,6,0.15,0,147
1533,11.34,206,157,49,0.23,1,247
1534,1.1,180,128,52,0.06,0,185
1535,1.83,58,55,3,0.25,0,74
1536,3.75,252,238,14,0.28,0,291
1537,8.36,252,218,34,0.19,0,285
1538,10.77,202,157,45,0.03,0,221
1539,6.06,263,241,22,0.27,0,316
1540,7.68,91,91,0,0.24,0,111
1541,4.7,299,251,48,0.23,1,336
1542,9.85,223,160,63,0.01,0,235
1543,11.64,122,108,14,0.24,0,169
1544,3.95,133,117,16,0.04,0,148
1545,7.45,108,77,31,0.07,1,117
1546,1.95,70,56,14,0.17,0,85
1547,8.03,251,197,54,0.08,1,259
1548,6.53,199,166,33,0.2,0,232
1549,2.59,206,146,60,0.18,0,223
1550,5.86,112,89,23,0.03,0,133
1551,6.01,122,90,32,0.2,1,144
1552,6.74,110,87,23,0.28,0,135
1553,8.27,113,89,24,0.05,1,127
1554,3.08,118,108,10,0.18,1,142
1555,9.37,217,198,19,0.1,0,256
1556,8.84,252,193,59,0.14,0,278
1557,5.03,178,163,15,0.09,0,196
1558,1.58,294,245,49,0.11,0,312
1559,9.79,155,144,11,0.01,1,182
1560,11.6,114,87,27,0.29,1,154
1561,3.64,171,166,5,0.19,0,192
1562,4.56,111,84,27,0.15,0,122
1563,4.65,231,190,41,0.12,1,254
1564,7.35,152,144,8,0.16,0,180
1565,4.39,109,92,17,0.11,1,121
1566,4.92,95,87,8,0.11,0,114
1567,8.67,54,49,5,0.14,0,79
1568,7.16,162,145,17,0.08,0,185
1569,5.25,199,196,3,0.05,0,215
1570,5.62,267,189,78,0.17,0,287
1571,7.18,230,228,2,0.25,0,273
1572,1.06,119,96,23,0.05,0,124
1573,3.71,209,186,23,0.01,1,216
1574,10.93,289,233,56,0.07,1,317
1575,1.86,60,54,6,0.29,0,68
1576,8.77,187,150,37,0.25,0,229
1577,11.12,288,225,63,0.18,0,331
1578,3.98,216,172,44,0.28,0,252
1579,5.08,296,286,10,0.13,0,328
1580,7.26,147,119,28,0.29,0,183
1581,10.7,80,74,6,0.09,0,101
1582,11.36,61,61,0,0.07,0,98
1583,9.14,292,256,36,0.19,0,329
1584,1.95,157,137,20,0.11,0,172
1585,9.02,129,111,18,0.19,1,160
1586,5.51,215,170,45,0.09,0,222
1587,6.18,116,106,10,0.19,0,141
1588,1.54,243,221,22,0.08,0,245
1589,3.1,101,100,1,0.02,0,116
1590,10.11,182,145,37,0.27,1,222
1591,5.99,188,156,32,0.26,0,216
1592,5.71,299,268,31,0.29,1,354
1593,5.22,74,59,15,0.21,0,92
1594,10.4,84,71,13,0.2,0,119
1595,9.74,212,183,29,0.17,1,249
1596,4.0,71,61,10,0.04,0,87
1597,2.29,214,174,40,0.06,0,217
1598,3.77,263,211,52,0.09,0,266
1599,11.13,232,212,20,0.27,0,282
1600,8.23,252,242,10,0.05,1,280
1601,6.87,145,139,6,0.28,0,178
1602,7.56,276,224,52,0.16,0,313
1603,5.03,272,201,71,0.21,0,294
1604,9.88,286,251,35,0.03,0,314
1605,6.76,166,158,8,0.08,0,186
1606,2.28,249,193,56,0.29,0,287
1607,2.42,241,181,60,0.08,0,248
1608,7.83,69,51,18,0.09,1,90
1609,11.3,155,127,28,0.06,0,186
1610,4.39,275,204,71,0.04,0,284
1611,10.83,53,53,0,0.07,1,82
1612,9.41,67,65,2,0.19,0,88
1613,3.73,100,98,2,0.14,0,122
1614,1.4,245,193,52,0.17,0,258
1615,2.12,69,68,1,0.04,0,89
1616,9.01,171,146,25,0.24,0,207
1617,4.8,186,160,26,0.24,1,214
1618,5.08,129,117,12,0.01,0,144
1619,6.52,203,150,53,0.12,0,225
1620,9.53,151,144,7,0.02,1,178
1621,2.25,74,67,7,0.24,0,85
1622,5.47,245,189,56,0.22,0,269
1623,6.34,218,217,1,0.27,0,260
1624,7.87,108,87,21,0.07,1,120
1625,10.0,94,71,23,0.14,0,132
1626,2.89,90,65,25,0.06,0,90
1627,9.89,87,65,22,0.11,0,111
1628,8.62,166,151,15,0.16,0,202
1629,7.11,68,57,11,0.02,0,85
1630,8.69,63,62,1,0.21,0,89
1631,6.71,176,163,13,0.16,1,204
1632,2.52,198,193,5,0.25,0,226
1633,8.32,192,174,18,0.08,0,216
1634,7.72,52,39,13,0.27,1,78
1635,8.75,86,78,8,0.3,1,114
1636,4.72,166,139,27,0.28,0,202
1637,10.98,291,254,37,0.23,0,345
1638,7.46,223,193,30,0.24,0,260
1639,3.77,65,47,18,0.17,1,75
1640,7.05,191,175,16,0.06,1,217
1641,9.32,58,48,10,0.2,0,90
1642,10.15,288,252,36,0.21,1,338
1643,6.44,56,55,1,0.3,0,78
1644,10.84,191,163,28,0.16,0,231
1645,3.94,183,139,44,0.08,0,192
1646,6.7,262,255,7,0.21,1,314
1647,10.88,64,63,1,0.29,0,101
1648,11.07,229,219,10,0.05,1,269
1649,9.17,121,94,27,0.1,1,146
1650,10.73,211,166,45,0.16,1,241
1651,1.98,153,128,25,0.05,0,174
1652,10.51,178,153,25,0.01,0,193
1653,4.53,145,107,38,0.1,0,147
1654,2.96,171,132,39,0.26,0,183
1655,3.63,290,220,70,0.01,0,301
1656,6.76,164,124,40,0.13,1,195
1657,3.76,246,199,47,0.23,0,276
1658,4.53,271,234,37,0.29,0,317
1659,2.48,263,195,68,0.3,0,297
1660,4.26,197,143,54,0.13,0,201
1661,7.3,129,129,0,0.29,0,174
1662,5.86,56,56,0,0.01,0,78
1663,6.12,184,132,52,0.22,1,203
1664,9.21,99,91,8,0.19,0,132
1665,11.04,291,215,76,0.07,1,314
1666,9.81,179,159,20,0.15,1,212
1667,4.65,96,93,3,0.04,0,106
1668,9.7,63,62,1,0.26,1,95
1669,2.67,80,77,3,0.11,0,88
1670,4.17,99,92,7,0.19,1,123
1671,4.8,238,204,34,0.05,0,250
1672,10.27,90,72,18,0.06,1,112
1673,5.22,63,45,18,0.3,1,82
1674,3.57,182,158,24,0.23,1,207
1675,4.19,252,213,39,0.29,1,291
1676,10.45,281,238,43,0.09,0,315
1677,7.97,54,46,8,0.05,0,73
1678,3.79,241,204,37,0.15,0,259
1679,7.11,206,206,0,0.15,0,233
1680,6.8,252,252,0,0.05,0,276
1681,8.21,54,53,1,0.22,0,87
1682,5.1,162,158,4,0.11,1,183
1683,10.51,167,132,35,0.06,0,189
1684,5.78,145,137,8,0.1,1,162
1685,8.64,85,63,22,0.17,0,101
1686,3.15,128,93,35,0.22,1,149
1687,6.35,68,49,19,0.14,1,88
1688,4.87,241,174,67,0.16,0,263
1689,6.98,71,66,5,0.04,0,91
1690,3.65,211,179,32,0.27,1,239
1691,9.69,105,100,5,0.28,0,142
1692,3.4,66,51,15,0.21,0,76
1693,8.45,253,186,67,0.01,0,260
1694,9.84,266,199,67,0.16,0,297
1695,7.18,233,203,30,0.19,0,273
1696,9.15,66,51,15,0.3,0,106
1697,8.28,251,244,7,0.3,0,304
1698,4.91,269,266,3,0.26,0,315
1699,10.28,298,231,67,0.02,1,315
1700,4.24,259,226,33,0.29,0,296
1701,8.14,292,205,87,0.18,1,322
1702,9.2,195,190,5,0.24,0,243
1703,5.17,222,166,56,0.12,0,237
1704,4.33,273,234,39,0.1,0,293
1705,6.05,127,96,31,0.14,0,145
1706,10.0,105,80,25,0.04,0,113
1707,11.23,129,94,35,0.11,0,153
1708,7.0,99,91,8,0.26,0,135
1709,8.28,107,77,30,0.01,0,125
1710,10.94,67,64,3,0.05,0,82
1711,2.08,257,251,6,0.04,0,259
1712,3.55,258,225,33,0.12,0,280
1713,9.38,184,139,45,0.3,1,224
1714,10.06,125,108,17,0.05,0,137
1715,10.43,275,207,68,0.04,0,299
1716,6.74,59,47,12,0.27,1,86
1717,1.98,118,111,7,0.26,0,133
1718,5.82,134,96,38,0.01,0,148
1719,5.08,180,177,3,0.23,1,209
1720,4.2,132,97,35,0.2,0,146
1721,9.49,158,144,14,0.23,0,195
1722,1.83,93,80,13,0.15,0,93
1723,10.1,276,242,34,0.3,0,338
1724,5.7,247,235,12,0.01,0,263
1725,7.56,191,171,20,0.07,0,211
1726,1.99,181,171,10,0.12,0,199
1727,4.71,286,269,17,0.13,0,306
1728,3.81,292,276,16,0.28,1,343
1729,11.65,67,58,9,0.17,1,102
1730,9.88,142,109,33,0.01,0,158
1731,6.06,276,229,47,0.12,0,301
1732,3.46,229,168,61,0.12,0,235
1733,11.27,87,71,16,0.29,0,131
1734,4.79,257,204,53,0.18,0,285
1735,2.77,197,158,39,0.19,0,217
1736,8.07,265,230,35,0.21,1,304
1737,11.38,276,219,57,0.23,0,329
1738,1.04,221,217,4,0.19,0,250
1739,3.62,100,75,25,0.07,0,116
1740,11.32,68,53,15,0.26,0,100
1741,4.54,169,157,12,0.22,1,201
1742,4.02,117,91,26,0.22,1,142
1743,8.13,274,273,1,0.3,1,335
1744,10.48,115,108,7,0.24,0,161
1745,6.25,190,187,3,0.25,0,230
1746,11.94,239,184,55,0.29,0,288
1747,8.47,299,232,67,0.05,0,311
1748,1.81,238,180,58,0.15,0,242
1749,11.94,286,286,0,0.17,1,340
1750,5.49,207,176,31,0.1,0,225
1751,4.16,147,116,31,0.25,0,171
1752,7.14,207,198,9,0.23,0,254
1753,4.35,228,184,44,0.22,0,256
1754,1.95,295,288,7,0.3,0,342
1755,3.01,137,130,7,0.08,1,148
1756,7.05,225,193,32,0.22,1,252
1757,10.53,285,230,55,0.17,1,328
1758,7.3,82,79,3,0.09,0,103
1759,11.99,154,146,8,0.05,0,187
1760,4.16,290,273,17,0.27,0,336
1761,4.09,123,115,8,0.18,0,144
1762,4.44,131,123,8,0.25,1,151
1763,2.8,68,60,8,0.16,0,79
1764,4.14,120,97,23,0.07,0,127
1765,9.72,106,93,13,0.1,0,134
1766,10.96,196,151,45,0.11,0,221
1767,11.78,265,208,57,0.29,1,324
1768,3.56,128,124,4,0.0,0,137
1769,10.69,218,215,3,0.3,0,271
1770,4.61,91,68,23,0.29,0,116
1771,2.24,264,258,6,0.3,0,306
1772,10.83,229,219,10,0.14,1,269
1773,8.72,165,164,1,0.29,1,215
1774,4.48,53,44,9,0.12,1,71
1775,6.87,279,231,48,0.01,1,286
1776,4.16,53,38,15,0.07,0,63
1777,9.1,54,40,14,0.28,0,85
1778,5.99,90,79,11,0.0,0,110
1779,11.88,157,140,17,0.16,0,197
1780,3.49,136,124,12,0.02,1,147
1781,4.91,153,147,6,0.09,0,167
1782,7.34,166,160,6,0.03,1,179
1783,6.53,150,145,5,0.26,0,188
1784,4.48,238,230,8,0.18,0,265
1785,9.02,124,116,8,0.27,0,158
1786,10.87,232,211,21,0.21,1,283
1787,11.33,124,89,35,0.29,0,163
1788,9.86,62,52,10,0.15,0,91
1789,10.36,191,135,56,0.19,0,218
1790,7.06,237,211,26,0.17,0,266
1791,10.08,249,215,34,0.15,0,295
1792,5.73,74,67,7,0.25,1,93
1793,5.38,259,245,14,0.19,0,294
1794,4.49,164,157,7,0.24,0,195
1795,6.14,221,159,62,0.24,0,246
1796,4.14,285,201,84,0.06,0,294
1797,11.65,131,130,1,0.2,1,174
1798,4.44,59,57,2,0.06,0,71
1799,2.08,248,217,31,0.17,0,274
1800,6.79,99,94,5,0.2,0,130
1801,3.51,221,197,24,0.3,1,268
1802,3.99,191,184,7,0.01,1,199
1803,3.41,64,56,8,0.03,0,83
1804,6.11,65,60,5,0.02,0,84
1805,5.77,51,46,5,0.12,0,76
1806,10.2,207,202,5,0.25,1,263
1807,9.13,79,69,10,0.25,0,107
1808,5.69,131,93,38,0.22,0,148
1809,4.67,80,73,7,0.27,0,93
1810,4.48,285,211,74,0.1,0,286
1811,9.51,289,216,73,0.03,0,300
1812,3.47,126,91,35,0.02,1,136
1813,1.14,197,151,46,0.26,0,214
1814,9.75,226,182,44,0.22,0,264
1815,6.25,163,122,41,0.21,0,192
1816,4.18,84,83,1,0.1,1,95
1817,3.59,72,63,9,0.11,0,93
1818,11.39,155,109,46,0.29,1,196
1819,10.45,146,113,33,0.02,0,172
1820,8.81,279,199,80,0.23,0,317
1821,6.3,276,212,64,0.09,0,292
1822,6.72,164,121,43,0.01,0,179
1823,11.73,149,118,31,0.22,0,190
1824,11.69,238,184,54,0.1,1,276
1825,3.37,261,221,40,0.22,0,287
1826,9.92,104,76,28,0.21,0,128
1827,3.17,244,184,60,0.16,0,251
1828,4.92,57,43,14,0.23,1,80
1829,9.08,217,174,43,0.17,1,255
1830,5.46,108,99,9,0.09,0,124
1831,11.38,177,176,1,0.22,1,227
1832,1.98,81,59,22,0.18,0,95
1833,6.63,142,118,24,0.0,0,153
1834,11.27,56,51,5,0.27,1,82
1835,11.14,51,49,2,0.16,1,74
1836,2.72,134,101,33,0.26,0,147
1837,5.03,183,138,45,0.26,0,211
1838,7.81,269,204,65,0.13,0,289
1839,4.43,289,234,55,0.15,1,316
1840,11.65,155,138,17,0.12,0,184
1841,11.06,85,78,7,0.13,0,114
1842,2.84,209,209,0,0.27,0,236
1843,2.33,94,71,23,0.24,0,105
1844,1.94,91,89,2,0.04,0,98
1845,11.18,102,83,19,0.18,1,141
1846,3.13,159,135,24,0.3,0,187
1847,5.58,58,49,9,0.18,0,80
1848,5.94,252,182,70,0.24,0,289
1849,8.39,136,135,1,0.23,1,175
1850,1.79,163,126,37,0.11,0,165
1851,3.49,124,123,1,0.11,0,142
1852,11.38,226,224,2,0.22,1,287
1853,11.18,179,156,23,0.15,1,215
1854,10.03,244,240,4,0.17,1,292
1855,3.17,60,46,14,0.21,1,75
1856,4.6,99,84,15,0.23,0,118
1857,8.65,300,298,2,0.08,1,338
1858,4.03,212,210,2,0.04,0,224
1859,11.19,171,140,31,0.09,1,203
1860,8.71,192,146,46,0.15,1,218
1861,3.65,284,247,37,0.1,1,301
1862,11.0,124,104,20,0.17,0,163
1863,11.54,80,61,19,0.02,0,97
1864,1.85,141,116,25,0.15,0,155
1865,7.79,239,223,16,0.11,1,272
1866,5.73,205,168,37,0.16,1,226
1867,5.32,273,222,51,0.13,0,294
1868,2.98,202,158,44,0.09,0,205
1869,7.36,261,213,48,0.27,0,302
1870,11.62,141,101,40,0.06,1,168
1871,7.53,202,191,11,0.2,1,252
1872,1.91,124,89,35,0.28,0,143
1873,7.82,260,219,41,0.16,0,288
1874,6.06,141,113,28,0.26,1,173
1875,10.7,178,173,5,0.04,1,211
1876,5.78,236,210,26,0.15,0,255
1877,3.12,246,190,56,0.14,0,259
1878,3.1,251,198,53,0.0,0,248
1879,9.46,91,90,1,0.13,0,121
1880,3.92,159,133,26,0.11,0,173
1881,9.44,211,206,5,0.2,0,256
1882,4.85,277,195,82,0.28,1,307
1883,4.54,243,178,65,0.03,0,244
1884,7.19,67,67,0,0.1,1,87
1885,11.38,126,94,32,0.13,0,163
1886,11.25,292,212,80,0.14,0,322
1887,3.28,182,163,19,0.23,0,207
1888,4.94,69,55,14,0.13,0,82
1889,4.34,243,211,32,0.01,1,257
1890,7.59,176,142,34,0.21,1,210
1891,6.07,124,112,12,0.27,0,149
1892,10.91,111,101,10,0.15,0,147
1893,11.37,271,237,34,0.17,1,311
1894,5.22,273,262,11,0.05,0,292
1895,6.41,81,61,20,0.07,0,103
1896,11.07,235,211,24,0.07,1,257
1897,9.87,227,200,27,0.13,0,256
1898,1.04,215,158,57,0.28,0,238
1899,4.52,232,198,34,0.16,0,254
1900,6.8,77,65,12,0.06,1,95
1901,3.53,123,88,35,0.08,0,130
1902,3.2,263,194,69,0.12,0,265
1903,3.34,296,281,15,0.19,1,333
1904,8.08,130,112,18,0.13,0,149
1905,5.36,71,51,20,0.12,1,86
1906,1.58,220,196,24,0.17,0,236
1907,5.08,260,232,28,0.07,1,289
1908,9.82,258,243,15,0.02,0,282
1909,10.37,265,256,9,0.01,0,293
1910,6.31,213,166,47,0.08,0,231
1911,5.58,145,112,33,0.03,0,157
1912,11.8,171,122,49,0.1,1,200
1913,4.81,297,229,68,0.23,1,325
1914,3.37,299,278,21,0.21,0,335
1915,4.21,287,284,3,0.18,0,314
1916,4.55,172,122,50,0.26,1,199
1917,6.41,101,91,10,0.08,1,134
1918,11.02,213,194,19,0.27,0,267
1919,7.77,205,150,55,0.12,0,228
1920,5.53,127,105,22,0.12,0,137
1921,11.28,235,220,15,0.12,0,271
1922,1.53,213,157,56,0.03,0,214
1923,3.31,119,84,35,0.29,0,131
1924,7.22,186,182,4,0.04,0,204
1925,8.54,70,52,18,0.1,1,95
1926,1.44,113,100,13,0.1,0,124
1927,5.43,125,106,19,0.02,0,136
1928,8.14,110,80,30,0.05,0,128
1929,8.68,299,212,87,0.01,0,306
1930,8.02,271,250,21,0.09,0,293
1931,4.53,144,135,9,0.26,0,172
1932,2.03,89,87,2,0.1,0,100
1933,5.7,233,194,39,0.04,0,244
1934,2.42,53,53,0,0.19,0,55
1935,11.42,80,71,9,0.3,0,127
1936,7.28,204,200,4,0.07,1,224
1937,4.49,235,207,28,0.08,0,251
1938,9.9,298,295,3,0.29,1,367
1939,6.48,202,152,50,0.05,0,211
1940,4.41,118,111,7,0.15,0,138
1941,9.93,119,108,11,0.07,0,142
1942,10.54,54,40,14,0.28,0,96
1943,9.06,164,128,36,0.29,1,202
1944,3.42,140,131,9,0.24,1,169
1945,8.1,57,56,1,0.09,1,75
1946,9.4,58,46,12,0.12,0,87
1947,2.5,64,57,7,0.07,0,68
1948,3.52,277,214,63,0.27,0,304
1949,10.71,298,259,39,0.27,0,352
1950,1.22,154,139,15,0.13,0,160
1951,9.28,56,49,7,0.2,0,84
1952,6.21,273,212,61,0.05,0,298
1953,5.91,121,89,32,0.13,0,151
1954,3.06,288,284,4,0.19,1,321
1955,10.37,164,139,25,0.12,1,200
1956,6.24,64,64,0,0.11,1,77
1957,6.95,214,184,30,0.0,0,215
1958,8.45,132,97,35,0.24,0,163
1959,8.73,88,79,9,0.27,0,123
1960,11.6,183,132,51,0.29,1,233
1961,6.84,300,244,56,0.22,0,345
1962,5.4,260,188,72,0.16,0,279
1963,11.58,106,82,24,0.08,1,135
1964,8.06,141,137,4,0.3,0,186
1965,4.28,130,121,9,0.18,0,157
1966,2.39,283,250,33,0.2,0,307
1967,10.27,196,186,10,0.2,0,241
1968,4.98,176,150,26,0.25,0,209
1969,8.27,240,207,33,0.0,0,255
1970,6.18,208,149,59,0.07,0,216
1971,3.19,124,108,16,0.2,0,142
1972,8.42,128,98,30,0.27,1,163
1973,1.67,59,43,16,0.21,0,63
1974,5.55,156,115,41,0.12,0,166
1975,7.01,136,128,8,0.11,0,170
1976,6.92,116,99,17,0.22,1,144
1977,9.24,111,100,11,0.22,0,149
1978,10.11,180,159,21,0.18,0,219
1979,9.94,195,174,21,0.09,1,230
1980,3.35,202,152,50,0.28,1,230
1981,3.14,156,135,21,0.17,0,176
1982,7.83,197,167,30,0.24,1,229
1983,11.28,235,166,69,0.06,0,248
1984,10.18,142,140,2,0.1,0,172
1985,10.27,135,116,19,0.26,0,168
1986,4.34,227,175,52,0.02,0,220
1987,6.87,170,163,7,0.15,1,201
1988,6.18,128,105,23,0.14,0,139
1989,2.73,280,260,20,0.23,0,320
1990,3.28,59,44,15,0.08,1,74
1991,11.52,198,179,19,0.07,1,223
1992,3.65,296,267,29,0.28,0,343
1993,3.64,293,241,52,0.17,0,326
1994,1.92,78,74,4,0.03,0,81
1995,11.36,145,133,12,0.06,1,179
1996,7.38,59,52,7,0.3,0,97
1997,9.0,62,56,6,0.06,1,77
1998,11.03,96,81,15,0.18,0,125
1999,4.8,200,165,35,0.13,0,221
2000,7.84,99,83,16,0.27,0,140
2001,1.43,264,213,51,0.23,0,285
2002,3.05,272,247,25,0.18,0,312
2003,10.48,181,175,6,0.0,1,207
2004,9.43,165,128,37,0.26,0,193
2005,4.86,162,121,41,0.13,0,185
2006,6.39,244,226,18,0.28,1,289
2007,6.87,134,118,16,0.15,0,161
2008,3.0,102,87,15,0.21,1,109
2009,3.65,179,151,28,0.02,0,181
2010,3.29,117,94,23,0.22,0,127
2011,3.76,242,239,3,0.1,0,255
2012,9.86,128,101,27,0.11,0,155
2013,5.52,106,105,1,0.04,1,125
2014,3.11,146,126,20,0.04,0,150
2015,6.55,247,186,61,0.06,0,252
2016,10.52,184,160,24,0.1,0,209
2017,3.65,196,188,8,0.27,0,232
2018,3.71,221,156,65,0.11,1,230
2019,4.92,112,83,29,0.22,0,133
2020,9.22,114,88,26,0.02,0,141
2021,7.96,88,78,10,0.18,1,117
2022,9.98,260,246,14,0.14,0,303
2023,11.64,158,114,44,0.29,1,214
2024,9.72,75,64,11,0.25,0,106
2025,7.64,221,165,56,0.14,0,257
2026,6.43,61,55,6,0.23,0,91
2027,3.36,199,179,20,0.06,1,208
2028,11.86,126,89,37,0.17,1,163
2029,5.22,269,227,42,0.02,0,276
2030,2.67,191,183,8,0.1,0,199
2031,8.33,135,127,8,0.07,0,159
2032,4.13,79,68,11,0.22,0,89
2033,7.44,221,219,2,0.15,0,257
2034,8.28,261,225,36,0.23,1,309
2035,5.9,285,250,35,0.15,0,314
2036,10.2,268,206,62,0.03,0,287
2037,3.91,215,193,22,0.22,0,246
